Mass,SOM category,C,H,O,S,N,P
270.9917973,tannin-like,10,8,7,1,0,0
255.0146408,tannin-like,10,8,8,0,0,0
283.0207888,tannin-like,10,8,8,0,2,0
314.9928599,tannin-like,10,8,8,1,2,0
346.9649311,tannin-like,10,8,8,2,2,0
286.9867119,tannin-like,10,8,8,1,0,0
318.9587831,tannin-like,10,8,8,2,0,0
271.0095554,tannin-like,10,8,9,0,0,0
299.0157034,tannin-like,10,8,9,0,2,0
330.9877746,tannin-like,10,8,9,1,2,0
302.9816266,tannin-like,10,8,9,1,0,0
334.9536977,tannin-like,10,8,9,2,0,0
302.015369,tannin-like,10,9,10,0,1,0
333.9874402,tannin-like,10,9,10,1,1,0
378.9642762,tannin-like,10,9,10,1,2,1
330.021517,tannin-like,10,9,10,0,3,0
202.0622001,lignin-like,10,9,2,0,3,0
222.0230379,lignin-like,10,9,3,1,1,0
218.0571147,lignin-like,10,9,3,0,3,0
206.0458813,lignin-like,10,9,4,0,1,0
238.0179525,lignin-like,10,9,4,1,1,0
251.0227173,lignin-like,10,9,4,0,2,1
234.0520293,lignin-like,10,9,4,0,3,0
266.0241005,lignin-like,10,9,4,1,3,0
222.0407959,lignin-like,10,9,5,0,1,0
254.0128671,lignin-like,10,9,5,1,1,0
285.9849383,lignin-like,10,9,5,2,1,0
250.0469439,lignin-like,10,9,5,0,3,0
282.0190151,lignin-like,10,9,5,1,3,0
238.0357106,lignin-like,10,9,6,0,1,0
270.0077817,lignin-like,10,9,6,1,1,0
301.9798529,lignin-like,10,9,6,2,1,0
266.0418586,lignin-like,10,9,6,0,3,0
298.0139297,lignin-like,10,9,6,1,3,0
254.0306252,tannin-like,10,9,7,0,1,0
286.0026964,tannin-like,10,9,7,1,1,0
362.9516035,tannin-like,10,9,7,2,2,1
282.0367732,tannin-like,10,9,7,0,3,0
314.0088444,tannin-like,10,9,7,1,3,0
270.0255398,tannin-like,10,9,8,0,1,0
301.997611,tannin-like,10,9,8,1,1,0
298.0316878,tannin-like,10,9,8,0,3,0
330.003759,tannin-like,10,9,8,1,3,0
286.9962278,tannin-like,10,9,8,0,0,1
286.0204544,tannin-like,10,9,9,0,1,0
317.9925256,tannin-like,10,9,9,1,1,0
314.0266024,tannin-like,10,9,9,0,3,0
301.0201201,tannin-like,11,10,10,0,0,0
329.0262681,tannin-like,11,10,10,0,2,0
332.9921912,tannin-like,11,10,10,1,0,0
317.0150347,tannin-like,11,10,11,0,0,0
345.0211827,tannin-like,11,10,11,0,2,0
333.0099493,tannin-like,11,10,12,0,0,0
361.0160973,tannin-like,11,10,12,0,2,0
485.9319903,unclassified,11,10,13,2,3,1
201.0669511,lignin-like,11,10,2,0,2,0
217.0618657,lignin-like,11,10,3,0,2,0
233.0567804,lignin-like,11,10,4,0,2,0
265.0288515,lignin-like,11,10,4,1,2,0
237.0227035,lignin-like,11,10,4,1,0,0
249.051695,lignin-like,11,10,5,0,2,0
281.0237662,lignin-like,11,10,5,1,2,0
253.0176181,lignin-like,11,10,5,1,0,0
265.0466096,lignin-like,11,10,6,0,2,0
297.0186808,lignin-like,11,10,6,1,2,0
328.9907519,lignin-like,11,10,6,2,2,0
269.0125328,lignin-like,11,10,6,1,0,0
281.0415242,lignin-like,11,10,7,0,2,0
313.0135954,lignin-like,11,10,7,1,2,0
344.9856666,lignin-like,11,10,7,2,2,0
285.0074474,lignin-like,11,10,7,1,0,0
269.0302908,tannin-like,11,10,8,0,0,0
297.0364388,tannin-like,11,10,8,0,2,0
329.00851,tannin-like,11,10,8,1,2,0
360.9805812,tannin-like,11,10,8,2,2,0
301.002362,tannin-like,11,10,8,1,0,0
332.9744332,tannin-like,11,10,8,2,0,0
285.0252054,tannin-like,11,10,9,0,0,0
313.0313535,tannin-like,11,10,9,0,2,0
345.0034246,tannin-like,11,10,9,1,2,0
316.9972766,tannin-like,11,10,9,1,0,0
348.9693478,tannin-like,11,10,9,2,0,0
316.0310191,tannin-like,11,11,10,0,1,0
348.0030903,tannin-like,11,11,10,1,1,0
344.0371671,tannin-like,11,11,10,0,3,0
333.0017071,tannin-like,11,11,10,0,0,1
332.0259337,tannin-like,11,11,11,0,1,0
348.9966217,tannin-like,11,11,11,0,0,1
364.9915363,tannin-like,11,11,12,0,0,1
408.992599,unclassified,11,11,13,0,2,1
380.986451,unclassified,11,11,13,0,0,1
204.0666168,lignin-like,11,11,3,0,1,0
236.0386879,lignin-like,11,11,3,1,1,0
232.0727648,lignin-like,11,11,3,0,3,0
220.0615314,lignin-like,11,11,4,0,1,0
252.0336026,lignin-like,11,11,4,1,1,0
248.0676794,lignin-like,11,11,4,0,3,0
236.056446,lignin-like,11,11,5,0,1,0
268.0285172,lignin-like,11,11,5,1,1,0
264.062594,lignin-like,11,11,5,0,3,0
296.0346652,lignin-like,11,11,5,1,3,0
252.0513606,lignin-like,11,11,6,0,1,0
284.0234318,lignin-like,11,11,6,1,1,0
280.0575086,lignin-like,11,11,6,0,3,0
312.0295798,lignin-like,11,11,6,1,3,0
269.0220486,lignin-like,11,11,6,0,0,1
268.0462752,lignin-like,11,11,7,0,1,0
300.0183464,lignin-like,11,11,7,1,1,0
376.9672536,lignin-like,11,11,7,2,2,1
296.0524233,lignin-like,11,11,7,0,3,0
328.0244944,lignin-like,11,11,7,1,3,0
284.0411899,tannin-like,11,11,8,0,1,0
316.013261,tannin-like,11,11,8,1,1,0
312.0473379,tannin-like,11,11,8,0,3,0
344.019409,tannin-like,11,11,8,1,3,0
301.0118779,tannin-like,11,11,8,0,0,1
300.0361045,tannin-like,11,11,9,0,1,0
332.0081757,tannin-like,11,11,9,1,1,0
328.0422525,tannin-like,11,11,9,0,3,0
317.0067925,tannin-like,11,11,9,0,0,1
303.0357701,tannin-like,11,12,10,0,0,0
331.0419181,tannin-like,11,12,10,0,2,0
335.0078413,tannin-like,11,12,10,1,0,0
319.0306847,tannin-like,11,12,11,0,0,0
347.0368328,tannin-like,11,12,11,0,2,0
410.9809751,tannin-like,11,12,11,2,2,0
335.0255994,tannin-like,11,12,12,0,0,0
203.0826012,lignin-like,11,12,2,0,2,0
239.0205955,lignin-like,11,12,2,2,0,0
219.0775158,lignin-like,11,12,3,0,2,0
223.043439,lignin-like,11,12,3,1,0,0
235.0724304,lignin-like,11,12,4,0,2,0
267.0445016,lignin-like,11,12,4,1,2,0
239.0383536,lignin-like,11,12,4,1,0,0
251.067345,lignin-like,11,12,5,0,2,0
283.0394162,lignin-like,11,12,5,1,2,0
267.0622597,lignin-like,11,12,6,0,2,0
299.0343308,lignin-like,11,12,6,1,2,0
271.0281828,lignin-like,11,12,6,1,0,0
283.0571743,lignin-like,11,12,7,0,2,0
315.0292455,lignin-like,11,12,7,1,2,0
287.0230974,lignin-like,11,12,7,1,0,0
271.0459409,tannin-like,11,12,8,0,0,0
316.0227769,tannin-like,11,12,8,0,1,1
299.0520889,tannin-like,11,12,8,0,2,0
331.0241601,tannin-like,11,12,8,1,2,0
303.0180121,tannin-like,11,12,8,1,0,0
334.9900832,tannin-like,11,12,8,2,0,0
287.0408555,tannin-like,11,12,9,0,0,0
315.0470035,tannin-like,11,12,9,0,2,0
319.0129267,tannin-like,11,12,9,1,0,0
318.0466692,tannin-like,11,13,10,0,1,0
426.9676475,tannin-like,11,13,10,2,2,1
335.0173572,tannin-like,11,13,10,0,0,1
334.0415838,tannin-like,11,13,11,0,1,0
351.0122718,tannin-like,11,13,11,0,0,1
350.0364984,tannin-like,11,13,12,0,1,0
458.9574768,tannin-like,11,13,12,2,2,1
367.0071864,tannin-like,11,13,12,0,0,1
411.008249,unclassified,11,13,13,0,2,1
383.002101,unclassified,11,13,13,0,0,1
206.0822668,lignin-like,11,13,3,0,1,0
234.0884148,lignin-like,11,13,3,0,3,0
254.0492526,lignin-like,11,13,4,1,1,0
250.0833295,lignin-like,11,13,4,0,3,0
270.0441672,lignin-like,11,13,5,1,1,0
346.9930744,lignin-like,11,13,5,2,2,1
266.0782441,lignin-like,11,13,5,0,3,0
254.0670107,lignin-like,11,13,6,0,1,0
286.0390819,lignin-like,11,13,6,1,1,0
282.0731587,lignin-like,11,13,6,0,3,0
314.0452299,lignin-like,11,13,6,1,3,0
271.0376987,lignin-like,11,13,6,0,0,1
270.0619253,lignin-like,11,13,7,0,1,0
302.0339965,lignin-like,11,13,7,1,1,0
334.0060677,lignin-like,11,13,7,2,1,0
298.0680733,lignin-like,11,13,7,0,3,0
330.0401445,lignin-like,11,13,7,1,3,0
286.0568399,tannin-like,11,13,8,0,1,0
318.0289111,tannin-like,11,13,8,1,1,0
350.0009823,tannin-like,11,13,8,2,1,0
331.0336759,tannin-like,11,13,8,0,2,1
394.9778183,tannin-like,11,13,8,2,2,1
314.0629879,tannin-like,11,13,8,0,3,0
302.0517545,tannin-like,11,13,9,0,1,0
334.0238257,tannin-like,11,13,9,1,1,0
347.0285906,tannin-like,11,13,9,0,2,1
330.0579026,tannin-like,11,13,9,0,3,0
319.0224425,tannin-like,11,13,9,0,0,1
305.0514202,tannin-like,11,14,10,0,0,0
333.0575682,tannin-like,11,14,10,0,2,0
397.0017106,tannin-like,11,14,10,2,2,0
337.0234914,tannin-like,11,14,10,1,0,0
321.0463348,tannin-like,11,14,11,0,0,0
349.0524828,tannin-like,11,14,11,0,2,0
412.9966252,tannin-like,11,14,11,2,2,0
337.0412494,tannin-like,11,14,12,0,0,0
400.9853918,tannin-like,11,14,12,2,0,0
398.0130001,unclassified,11,14,13,0,1,1
221.0931659,lignin-like,11,14,3,0,2,0
237.0880805,lignin-like,11,14,4,0,2,0
346.0090588,lignin-like,11,14,4,2,3,1
253.0829951,lignin-like,11,14,5,0,2,0
285.0550663,lignin-like,11,14,5,1,2,0
362.0039735,lignin-like,11,14,5,2,3,1
269.0779097,lignin-like,11,14,6,0,2,0
301.0499809,lignin-like,11,14,6,1,2,0
273.0438329,lignin-like,11,14,6,1,0,0
285.0728243,lignin-like,11,14,7,0,2,0
317.0448955,lignin-like,11,14,7,1,2,0
362.0217315,lignin-like,11,14,7,1,3,1
289.0387475,lignin-like,11,14,7,1,0,0
318.038427,tannin-like,11,14,8,0,1,1
301.067739,tannin-like,11,14,8,0,2,0
305.0336621,tannin-like,11,14,8,1,0,0
289.0565056,tannin-like,11,14,9,0,0,0
366.0054128,tannin-like,11,14,9,1,1,1
317.0626536,tannin-like,11,14,9,0,2,0
321.0285767,tannin-like,11,14,9,1,0,0
320.0623192,tannin-like,11,15,10,0,1,0
348.0684672,tannin-like,11,15,10,0,3,0
337.0330072,tannin-like,11,15,10,0,0,1
336.0572339,tannin-like,11,15,11,0,1,0
413.006141,tannin-like,11,15,11,1,2,1
353.0279218,tannin-like,11,15,11,0,0,1
352.0521485,tannin-like,11,15,12,0,1,0
397.0289845,tannin-like,11,15,12,0,2,1
369.0228365,tannin-like,11,15,12,0,0,1
385.0177511,unclassified,11,15,13,0,0,1
208.0979169,lignin-like,11,15,3,0,1,0
317.0188952,lignin-like,11,15,3,2,2,1
224.0928315,lignin-like,11,15,4,0,1,0
256.0649027,lignin-like,11,15,4,1,1,0
333.0138099,lignin-like,11,15,4,2,2,1
252.0989795,lignin-like,11,15,4,0,3,0
240.0877461,lignin-like,11,15,5,0,1,0
272.0598173,lignin-like,11,15,5,1,1,0
349.0087245,lignin-like,11,15,5,2,2,1
268.0938941,lignin-like,11,15,5,0,3,0
288.0547319,lignin-like,11,15,6,1,1,0
365.0036391,lignin-like,11,15,6,2,2,1
284.0888088,lignin-like,11,15,6,0,3,0
272.0775754,lignin-like,11,15,7,0,1,0
304.0496465,lignin-like,11,15,7,1,1,0
300.0837234,lignin-like,11,15,7,0,3,0
289.0482634,lignin-like,11,15,7,0,0,1
288.07249,tannin-like,11,15,8,0,1,0
320.0445612,tannin-like,11,15,8,1,1,0
352.0166323,tannin-like,11,15,8,2,1,0
316.078638,tannin-like,11,15,8,0,3,0
337.0152492,tannin-like,11,15,8,1,0,1
304.0674046,tannin-like,11,15,9,0,1,0
368.011547,tannin-like,11,15,9,2,1,0
321.0380926,tannin-like,11,15,9,0,0,1
353.0101638,tannin-like,11,15,9,1,0,1
307.0670703,tannin-like,11,16,10,0,0,0
335.0732183,tannin-like,11,16,10,0,2,0
399.0173606,tannin-like,11,16,10,2,2,0
323.0619849,tannin-like,11,16,11,0,0,0
415.0122752,tannin-like,11,16,11,2,2,0
459.9891112,tannin-like,11,16,11,2,3,1
431.0071899,tannin-like,11,16,12,2,2,0
444.0119547,tannin-like,11,16,12,1,3,1
400.0286501,unclassified,11,16,13,0,1,1
223.1088159,lignin-like,11,16,3,0,2,0
239.1037306,lignin-like,11,16,4,0,2,0
348.0247089,lignin-like,11,16,4,2,3,1
243.0696537,lignin-like,11,16,4,1,0,0
255.0986452,lignin-like,11,16,5,0,2,0
364.0196235,lignin-like,11,16,5,2,3,1
259.0645683,lignin-like,11,16,5,1,0,0
288.0642478,lignin-like,11,16,6,0,1,1
271.0935598,lignin-like,11,16,6,0,2,0
303.065631,lignin-like,11,16,6,1,2,0
380.0145381,lignin-like,11,16,6,2,3,1
275.059483,lignin-like,11,16,6,1,0,0
287.0884744,lignin-like,11,16,7,0,2,0
319.0605456,lignin-like,11,16,7,1,2,0
291.0543976,lignin-like,11,16,7,1,0,0
303.083389,tannin-like,11,16,8,0,2,0
307.0493122,tannin-like,11,16,8,1,0,0
291.0721556,tannin-like,11,16,9,0,0,0
336.0489916,tannin-like,11,16,9,0,1,1
319.0783036,tannin-like,11,16,9,0,2,0
427.999282,tannin-like,11,16,9,2,3,1
323.0442268,tannin-like,11,16,9,1,0,0
399.0268765,carbohydrate-like,11,17,10,1,2,1
339.0486573,carbohydrate-like,11,17,10,0,0,1
338.0728839,carbohydrate-like,11,17,11,0,1,0
415.0217911,carbohydrate-like,11,17,11,1,2,1
355.0435719,carbohydrate-like,11,17,11,0,0,1
431.0167057,unclassified,11,17,12,1,2,1
371.0384865,unclassified,11,17,12,0,0,1
447.0116203,unclassified,11,17,13,1,2,1
387.0334011,unclassified,11,17,13,0,0,1
303.0396307,lipid-like,11,17,2,2,2,1
210.113567,lipid-like,11,17,3,0,1,0
319.0345453,lipid-like,11,17,3,2,2,1
226.1084816,protein-like,11,17,4,0,1,0
335.0294599,protein-like,11,17,4,2,2,1
254.1146296,protein-like,11,17,4,0,3,0
242.1033962,protein-like,11,17,5,0,1,0
274.0754674,protein-like,11,17,5,1,1,0
351.0243745,protein-like,11,17,5,2,2,1
270.1095442,protein-like,11,17,5,0,3,0
259.0740842,protein-like,11,17,5,0,0,1
290.070382,protein-like,11,17,6,1,1,0
303.0751468,protein-like,11,17,6,0,2,1
367.0192892,protein-like,11,17,6,2,2,1
286.1044588,protein-like,11,17,6,0,3,0
350.0486012,protein-like,11,17,6,2,3,0
306.0652966,aminosugar-like,11,17,7,1,1,0
319.0700614,aminosugar-like,11,17,7,0,2,1
383.0142038,aminosugar-like,11,17,7,2,2,1
302.0993734,aminosugar-like,11,17,7,0,3,0
366.0435158,aminosugar-like,11,17,7,2,3,0
291.0639134,aminosugar-like,11,17,7,0,0,1
323.0359846,aminosugar-like,11,17,7,1,0,1
322.0602112,carbohydrate-like,11,17,8,1,1,0
335.0649761,carbohydrate-like,11,17,8,0,2,1
367.0370472,carbohydrate-like,11,17,8,1,2,1
318.0942881,carbohydrate-like,11,17,8,0,3,0
382.0384304,carbohydrate-like,11,17,8,2,3,0
307.0588281,carbohydrate-like,11,17,8,0,0,1
339.0308992,carbohydrate-like,11,17,8,1,0,1
383.0319619,carbohydrate-like,11,17,9,1,2,1
334.0892027,carbohydrate-like,11,17,9,0,3,0
355.0258138,carbohydrate-like,11,17,9,1,0,1
309.0827203,carbohydrate-like,11,18,10,0,0,0
354.0595563,carbohydrate-like,11,18,10,0,1,1
337.0888683,carbohydrate-like,11,18,10,0,2,0
401.0330107,carbohydrate-like,11,18,10,2,2,0
341.0547915,carbohydrate-like,11,18,10,1,0,0
373.0268627,carbohydrate-like,11,18,10,2,0,0
325.0776349,carbohydrate-like,11,18,11,0,0,0
417.0279253,carbohydrate-like,11,18,11,2,2,0
462.0047613,carbohydrate-like,11,18,11,2,3,1
433.0228399,unclassified,11,18,12,2,2,0
477.9996759,unclassified,11,18,12,2,3,1
373.0446207,unclassified,11,18,12,1,0,0
402.0443002,unclassified,11,18,13,0,1,1
449.0177545,unclassified,11,18,13,2,2,0
493.9945905,unclassified,11,18,13,2,3,1
334.0454443,lipid-like,11,18,3,2,3,1
241.1193806,protein-like,11,18,4,0,2,0
273.0914518,protein-like,11,18,4,1,2,0
350.040359,protein-like,11,18,4,2,3,1
245.0853038,protein-like,11,18,4,1,0,0
257.1142952,protein-like,11,18,5,0,2,0
366.0352736,protein-like,11,18,5,2,3,1
261.0802184,protein-like,11,18,5,1,0,0
273.1092099,protein-like,11,18,6,0,2,0
305.081281,protein-like,11,18,6,1,2,0
337.0533522,protein-like,11,18,6,2,2,0
382.0301882,protein-like,11,18,6,2,3,1
277.075133,protein-like,11,18,6,1,0,0
306.0748125,aminosugar-like,11,18,7,0,1,1
289.1041245,aminosugar-like,11,18,7,0,2,0
321.0761956,aminosugar-like,11,18,7,1,2,0
293.0700476,aminosugar-like,11,18,7,1,0,0
322.0697271,carbohydrate-like,11,18,8,0,1,1
305.0990391,carbohydrate-like,11,18,8,0,2,0
309.0649623,carbohydrate-like,11,18,8,1,0,0
293.0878057,carbohydrate-like,11,18,9,0,0,0
338.0646417,carbohydrate-like,11,18,9,0,1,1
321.0939537,carbohydrate-like,11,18,9,0,2,0
385.0380961,carbohydrate-like,11,18,9,2,2,0
325.0598769,carbohydrate-like,11,18,9,1,0,0
401.0425265,carbohydrate-like,11,19,10,1,2,1
433.0145977,carbohydrate-like,11,19,10,2,2,1
341.0643074,carbohydrate-like,11,19,10,0,0,1
373.0363785,carbohydrate-like,11,19,10,1,0,1
340.088534,carbohydrate-like,11,19,11,0,1,0
417.0374412,carbohydrate-like,11,19,11,1,2,1
357.059222,carbohydrate-like,11,19,11,0,0,1
356.0834486,unclassified,11,19,12,0,1,0
433.0323558,unclassified,11,19,12,1,2,1
373.0541366,unclassified,11,19,12,0,0,1
449.0272704,unclassified,11,19,13,1,2,1
389.0490512,unclassified,11,19,13,0,0,1
305.0552808,lipid-like,11,19,2,2,2,1
212.129217,lipid-like,11,19,3,0,1,0
321.0501954,lipid-like,11,19,3,2,2,1
260.0962028,protein-like,11,19,4,1,1,0
337.04511,protein-like,11,19,4,2,2,1
276.0911174,protein-like,11,19,5,1,1,0
353.0400246,protein-like,11,19,5,2,2,1
272.1251943,protein-like,11,19,5,0,3,0
304.0972654,protein-like,11,19,5,1,3,0
261.0897343,protein-like,11,19,5,0,0,1
260.1139609,protein-like,11,19,6,0,1,0
292.0860321,protein-like,11,19,6,1,1,0
305.0907969,protein-like,11,19,6,0,2,1
369.0349392,protein-like,11,19,6,2,2,1
288.1201089,protein-like,11,19,6,0,3,0
277.0846489,protein-like,11,19,6,0,0,1
309.0567201,protein-like,11,19,6,1,0,1
308.0809467,aminosugar-like,11,19,7,1,1,0
353.0577827,aminosugar-like,11,19,7,1,2,1
385.0298539,aminosugar-like,11,19,7,2,2,1
304.1150235,aminosugar-like,11,19,7,0,3,0
293.0795635,aminosugar-like,11,19,7,0,0,1
324.0758613,carbohydrate-like,11,19,8,1,1,0
337.0806261,carbohydrate-like,11,19,8,0,2,1
341.0465493,carbohydrate-like,11,19,8,1,0,1
385.0476119,carbohydrate-like,11,19,9,1,2,1
325.0693927,carbohydrate-like,11,19,9,0,0,1
357.0414639,carbohydrate-like,11,19,9,1,0,1
311.0983704,carbohydrate-like,11,20,10,0,0,0
356.0752064,carbohydrate-like,11,20,10,0,1,1
339.1045184,carbohydrate-like,11,20,10,0,2,0
403.0486607,carbohydrate-like,11,20,10,2,2,0
343.0704416,carbohydrate-like,11,20,10,1,0,0
375.0425127,carbohydrate-like,11,20,10,2,0,0
355.099433,carbohydrate-like,11,20,11,0,2,0
419.0435754,carbohydrate-like,11,20,11,2,2,0
464.0204114,carbohydrate-like,11,20,11,2,3,1
359.0653562,carbohydrate-like,11,20,11,1,0,0
388.0650356,unclassified,11,20,12,0,1,1
435.03849,unclassified,11,20,12,2,2,0
480.015326,unclassified,11,20,12,2,3,1
375.0602708,unclassified,11,20,12,1,0,0
359.0831142,unclassified,11,20,13,0,0,0
404.0599502,unclassified,11,20,13,0,1,1
451.0334046,unclassified,11,20,13,2,2,0
496.0102406,unclassified,11,20,13,2,3,1
391.0551854,unclassified,11,20,13,1,0,0
227.1401161,lipid-like,11,20,3,0,2,0
336.0610944,lipid-like,11,20,3,2,3,1
243.1350307,protein-like,11,20,4,0,2,0
352.056009,protein-like,11,20,4,2,3,1
259.1299453,protein-like,11,20,5,0,2,0
291.1020165,protein-like,11,20,5,1,2,0
368.0509237,protein-like,11,20,5,2,3,1
263.0958685,protein-like,11,20,5,1,0,0
275.1248599,protein-like,11,20,6,0,2,0
320.1016959,protein-like,11,20,6,0,3,1
384.0458383,protein-like,11,20,6,2,3,1
279.0907831,protein-like,11,20,6,1,0,0
308.0904625,aminosugar-like,11,20,7,0,1,1
291.1197745,aminosugar-like,11,20,7,0,2,0
336.0966105,aminosugar-like,11,20,7,0,3,1
295.0856977,aminosugar-like,11,20,7,1,0,0
279.1085411,carbohydrate-like,11,20,8,0,0,0
324.0853772,carbohydrate-like,11,20,8,0,1,1
356.0574483,carbohydrate-like,11,20,8,1,1,1
371.0588315,carbohydrate-like,11,20,8,2,2,0
311.0806123,carbohydrate-like,11,20,8,1,0,0
295.1034558,carbohydrate-like,11,20,9,0,0,0
340.0802918,carbohydrate-like,11,20,9,0,1,1
323.1096038,carbohydrate-like,11,20,9,0,2,0
387.0537461,carbohydrate-like,11,20,9,2,2,0
327.0755269,carbohydrate-like,11,20,9,1,0,0
291.0760162,lipid-like,11,21,1,2,2,1
358.0813406,carbohydrate-like,11,21,10,1,1,0
403.0581766,carbohydrate-like,11,21,10,1,2,1
343.0799574,carbohydrate-like,11,21,10,0,0,1
375.0520286,carbohydrate-like,11,21,10,1,0,1
342.104184,carbohydrate-like,11,21,11,0,1,0
419.0530912,carbohydrate-like,11,21,11,1,2,1
451.0251624,carbohydrate-like,11,21,11,2,2,1
359.074872,carbohydrate-like,11,21,11,0,0,1
435.0480058,unclassified,11,21,12,1,2,1
375.0697867,unclassified,11,21,12,0,0,1
439.013929,unclassified,11,21,12,2,0,1
419.0708493,unclassified,11,21,13,0,2,1
451.0429205,unclassified,11,21,13,1,2,1
483.0149916,unclassified,11,21,13,2,2,1
391.0647013,unclassified,11,21,13,0,0,1
307.0709308,lipid-like,11,21,2,2,2,1
323.0658454,lipid-like,11,21,3,2,2,1
230.1397817,protein-like,11,21,4,0,1,0
339.0607601,protein-like,11,21,4,2,2,1
258.1459297,protein-like,11,21,4,0,3,0
246.1346963,protein-like,11,21,5,0,1,0
278.1067675,protein-like,11,21,5,1,1,0
355.0556747,protein-like,11,21,5,2,2,1
274.1408443,protein-like,11,21,5,0,3,0
263.1053843,protein-like,11,21,5,0,0,1
262.1296109,protein-like,11,21,6,0,1,0
294.1016821,protein-like,11,21,6,1,1,0
307.1064469,protein-like,11,21,6,0,2,1
371.0505893,protein-like,11,21,6,2,2,1
311.0723701,protein-like,11,21,6,1,0,1
355.0734327,aminosugar-like,11,21,7,1,2,1
387.0455039,aminosugar-like,11,21,7,2,2,1
370.0748159,aminosugar-like,11,21,7,2,3,0
358.0635825,carbohydrate-like,11,21,8,2,1,0
339.0962762,carbohydrate-like,11,21,8,0,2,1
322.1255882,carbohydrate-like,11,21,8,0,3,0
311.0901282,carbohydrate-like,11,21,8,0,0,1
387.063262,carbohydrate-like,11,21,9,1,2,1
402.0646452,carbohydrate-like,11,21,9,2,3,0
327.0850428,carbohydrate-like,11,21,9,0,0,1
359.057114,carbohydrate-like,11,21,9,1,0,1
278.0807672,lipid-like,11,22,1,2,1,1
358.0908565,carbohydrate-like,11,22,10,0,1,1
422.0349988,carbohydrate-like,11,22,10,2,1,1
341.1201685,carbohydrate-like,11,22,10,0,2,0
405.0643108,carbohydrate-like,11,22,10,2,2,0
345.0860916,carbohydrate-like,11,22,10,1,0,0
438.0299134,carbohydrate-like,11,22,11,2,1,1
357.1150831,carbohydrate-like,11,22,11,0,2,0
421.0592254,carbohydrate-like,11,22,11,2,2,0
466.0360614,carbohydrate-like,11,22,11,2,3,1
361.0810062,carbohydrate-like,11,22,11,1,0,0
393.0530774,carbohydrate-like,11,22,11,2,0,0
390.0806857,unclassified,11,22,12,0,1,1
454.024828,unclassified,11,22,12,2,1,1
437.05414,unclassified,11,22,12,2,2,0
482.0309761,unclassified,11,22,12,2,3,1
377.0759209,unclassified,11,22,12,1,0,0
406.0756003,unclassified,11,22,13,0,1,1
470.0197427,unclassified,11,22,13,2,1,1
453.0490547,unclassified,11,22,13,2,2,0
498.0258907,unclassified,11,22,13,2,3,1
229.1557661,lipid-like,11,22,3,0,2,0
261.1278373,lipid-like,11,22,3,1,2,0
245.1506807,protein-like,11,22,4,0,2,0
277.1227519,protein-like,11,22,4,1,2,0
354.0716591,protein-like,11,22,4,2,3,1
249.1166039,protein-like,11,22,4,1,0,0
233.1394474,protein-like,11,22,5,0,0,0
370.0665737,protein-like,11,22,5,2,3,1
265.1115185,protein-like,11,22,5,1,0,0
249.134362,protein-like,11,22,6,0,0,0
341.0846523,protein-like,11,22,6,2,2,0
322.117346,protein-like,11,22,6,0,3,1
281.1064331,protein-like,11,22,6,1,0,0
310.1061126,aminosugar-like,11,22,7,0,1,1
325.1074958,aminosugar-like,11,22,7,1,2,0
357.079567,aminosugar-like,11,22,7,2,2,0
338.1122606,aminosugar-like,11,22,7,0,3,1
297.1013478,aminosugar-like,11,22,7,1,0,0
326.1010272,carbohydrate-like,11,22,8,0,1,1
313.0962624,carbohydrate-like,11,22,8,1,0,0
342.0959418,carbohydrate-like,11,22,9,0,1,1
389.0693962,carbohydrate-like,11,22,9,2,2,0
329.091177,carbohydrate-like,11,22,9,1,0,0
361.0632482,carbohydrate-like,11,22,9,2,0,0
293.0916663,lipid-like,11,23,1,2,2,1
328.1249195,carbohydrate-like,11,23,10,0,1,0
405.0738267,carbohydrate-like,11,23,10,1,2,1
437.0458978,carbohydrate-like,11,23,10,2,2,1
345.0956075,carbohydrate-like,11,23,10,0,0,1
409.0397498,carbohydrate-like,11,23,10,2,0,1
344.1198341,carbohydrate-like,11,23,11,0,1,0
421.0687413,carbohydrate-like,11,23,11,1,2,1
453.0408125,carbohydrate-like,11,23,11,2,2,1
361.0905221,carbohydrate-like,11,23,11,0,0,1
425.0346645,carbohydrate-like,11,23,11,2,0,1
360.1147487,unclassified,11,23,12,0,1,0
437.0636559,unclassified,11,23,12,1,2,1
469.0357271,unclassified,11,23,12,2,2,1
441.0295791,unclassified,11,23,12,2,0,1
453.0585705,unclassified,11,23,13,1,2,1
485.0306417,unclassified,11,23,13,2,2,1
393.0803513,unclassified,11,23,13,0,0,1
457.0244937,unclassified,11,23,13,2,0,1
309.0865809,lipid-like,11,23,2,2,2,1
325.0814955,lipid-like,11,23,3,2,2,1
